anime_id,name,genre,type,episodes,rating,members
11755,009 Re:Cyborg,Sci-Fi,Movie,1,6.76,8307
11755,009 Re:Cyborg,Adventure,Movie,1,6.76,8307
32737,009 Re:Cyborg x Zip,Comedy,ONA,10,5.68,198
1583,009-1,Action,TV,12,6.39,11097
1583,009-1,Sci-Fi,TV,12,6.39,11097
3234,009-1: R&B,Action,Special,1,6.44,2988
3234,009-1: R&B,Sci-Fi,Special,1,6.44,2988
5525,07-Ghost,Action,TV,25,7.41,126083
5525,07-Ghost,Fantasy,TV,25,7.41,126083
7374,100%,Drama,OVA,1,5.64,363
5133,100-man-nen Chikyuu no Tabi: Bander Book,Sci-Fi,Special,1,6.26,429
1549,1000-nen Joou: Queen Millennia,Adventure,Movie,1,7.02,2078
1549,1000-nen Joou: Queen Millennia,Drama,Movie,1,7.02,2078
1549,1000-nen Joou: Queen Millennia,Sci-Fi,Movie,1,7.02,2078
1549,1000-nen Joou: Queen Millennia,Fantasy,Movie,1,7.02,2078
3914,1001 Nights,Romance,Movie,1,6.41,4930
3914,1001 Nights,Fantasy,Movie,1,6.41,4930
1901,11-nin Iru!,Sci-Fi,Movie,1,7.33,4311
1901,11-nin Iru!,Drama,Movie,1,7.33,4311
1901,11-nin Iru!,Action,Movie,1,7.33,4311
1901,11-nin Iru!,Romance,Movie,1,7.33,4311
1901,11-nin Iru!,Adventure,Movie,1,7.33,4311
20557,11eyes Picture Drama,Comedy,Special,13,5.95,2505
23579,12-sai.,Romance,OVA,8,6.59,6211
23579,12-sai.,School,OVA,8,6.59,6211
31319,12-sai. 2nd Season,Romance,OVA,4,6.43,1383
31319,12-sai. 2nd Season,School,OVA,4,6.43,1383
32601,12-sai.: Chicchana Mune no Tokimeki,School,TV,12,6.69,12768
32601,12-sai.: Chicchana Mune no Tokimeki,Romance,TV,12,6.69,12768
33419,12-sai.: Chicchana Mune no Tokimeki 2nd Season,School,TV,12,6.85,4580
33419,12-sai.: Chicchana Mune no Tokimeki 2nd Season,Romance,TV,12,6.85,4580
18305,15 Sonyeon Uju Pyoryugi,Action,Movie,1,5.13,188
18305,15 Sonyeon Uju Pyoryugi,Sci-Fi,Movie,1,5.13,188
18305,15 Sonyeon Uju Pyoryugi,Shounen,Movie,1,5.13,188
28339,2005-nen Uchuu no Tabi,Sci-Fi,Special,1,4.75,657
16696,2020 Nyeon Ujuui Wonder Kiddy,Sci-Fi,TV,13,5.89,179
5628,21 Emon,Sci-Fi,TV,39,6.19,314
5628,21 Emon,Comedy,TV,39,6.19,314
6073,21 Emon Uchuu e Irasshai!,Sci-Fi,Movie,1,5.05,216
6073,21 Emon Uchuu e Irasshai!,Comedy,Movie,1,5.05,216
6074,21 Emon Uchuu ike! Hadashi no Princess,Comedy,Movie,1,6.26,260
6074,21 Emon Uchuu ike! Hadashi no Princess,Sci-Fi,Movie,1,6.26,260
10139,21 Seiki Manga Hajimete Monogatari,Sci-Fi,Special,1,6.63,258
10139,21 Seiki Manga Hajimete Monogatari,Comedy,Special,1,6.63,258
10139,21 Seiki Manga Hajimete Monogatari,Adventure,Special,1,6.63,258
12589,3 Choume no Tama: Onegai! Momo-chan wo Sagashite!!,Adventure,Movie,1,6.24,282
2467,3 Choume no Tama: Uchi no Tama Shirimasenka?,Adventure,TV,35,6.74,967
24181,3-Nen C-Gumi 14-Ban Kubozono Chiyoko no Nyuukaku,School,Music,1,5.59,385
33975,3-Nen D-Gumi Glass no Kamen,School,TV,13,5.06,836
33975,3-Nen D-Gumi Glass no Kamen,Comedy,TV,13,5.06,836
31646,3-gatsu no Lion,Drama,TV,23,7.93,59492
28789,3-gatsu no Lion meets Bump of Chicken,Drama,Music,1,6.8,2160
8774,3-tsu no Hanashi,Fantasy,Special,1,5.47,257
7113,30th Gundam Perfect Mission,Sci-Fi,OVA,1,7.14,3963
33696,3D Onara Gorou ga Dance Dance Dance!!,Comedy,Music,1,4.39,624
300,3x3 Eyes,Action,OVA,4,6.97,15683
300,3x3 Eyes,Romance,OVA,4,6.97,15683
300,3x3 Eyes,Fantasy,OVA,4,6.97,15683
1225,3x3 Eyes Seima Densetsu,Action,OVA,3,7.13,8892
1225,3x3 Eyes Seima Densetsu,Fantasy,OVA,3,7.13,8892
1225,3x3 Eyes Seima Densetsu,Adventure,OVA,3,7.13,8892
1225,3x3 Eyes Seima Densetsu,Romance,OVA,3,7.13,8892
27589,47 Todoufuken,Comedy,TV,26,5.61,112
23149,47 Todoufuken R,Comedy,TV,12,5.81,122
29835,47 Todoufuken Specials,Comedy,Special,2,5.23,72
29835,47 Todoufuken Specials,Romance,Special,2,5.23,72
10979,48x61,Comedy,ONA,1,5.55,779
2475,6 Angels,Action,ONA,6,4.59,1890
2475,6 Angels,Sci-Fi,ONA,6,4.59,1890
13971,663114,Fantasy,Movie,1,5.61,1701
16812,77Danui Bimil,Drama,Movie,1,3.59,158
16812,77Danui Bimil,Action,Movie,1,3.59,158
16564,84 Taekwon V,Sci-Fi,Movie,1,4.64,151
16564,84 Taekwon V,Action,Movie,1,4.64,151
32998,91 Days,Action,TV,12,7.93,140604
32998,91 Days,Drama,TV,12,7.93,140604
33964,91 Days Recap,Action,Special,1,6.35,9453
33964,91 Days Recap,Drama,Special,1,6.35,9453
6094,A Piece of Phantasmagoria,Fantasy,OVA,15,6.38,1862
9776,A-Channel,Comedy,TV,12,7.06,58564
9776,A-Channel,School,TV,12,7.06,58564
11339,A-Channel+smile,School,OVA,2,7.22,13671
11339,A-Channel+smile,Comedy,OVA,2,7.22,13671
10737,A-Channel: +A-Channel,School,Special,11,7.05,12631
10737,A-Channel: +A-Channel,Comedy,Special,11,7.05,12631
5447,A-Girl,School,OVA,1,5.63,585
5447,A-Girl,Romance,OVA,1,5.63,585
1295,A-Ko The Versus,Sci-Fi,OVA,2,6.49,2457
1295,A-Ko The Versus,Romance,OVA,2,6.49,2457
1295,A-Ko The Versus,Action,OVA,2,6.49,2457
1295,A-Ko The Versus,Adventure,OVA,2,6.49,2457
1295,A-Ko The Versus,Comedy,OVA,2,6.49,2457
9433,A-jang.com,Fantasy,TV,13,5.57,252
1349,A.D. Police (TV),Sci-Fi,TV,12,6.16,5547
1349,A.D. Police (TV),Action,TV,12,6.16,5547
1349,A.D. Police (TV),Shounen,TV,12,6.16,5547
4934,A.F,Action,Special,1,4.7,646
4934,A.F,Sci-Fi,Special,1,4.7,646
3463,A.LI.CE,Sci-Fi,Movie,1,5.38,1034
29750,AAA de Ikou!!: Yuuna & Akiko,Comedy,OVA,1,5.67,93
1346,AD Police,Sci-Fi,OVA,3,6.47,6112
1346,AD Police,Adventure,OVA,3,6.47,6112
25717,AIUEO Anime Sekai no Douwa: Aesop Monogatari Anime Series,Adventure,TV,26,7.29,292
25717,AIUEO Anime Sekai no Douwa: Aesop Monogatari Anime Series,Fantasy,TV,26,7.29,292
12149,AKB0048,Sci-Fi,TV,13,7.55,37763
14941,AKB0048: Next Stage,Sci-Fi,TV,13,7.84,22302
29850,AKB48 Stage Fighter,Action,Special,1,5.55,359
12951,AWOL,Action,TV,12,5.33,293
12951,AWOL,Sci-Fi,TV,12,5.33,293
49,Aa! Megami-sama!,Supernatural,OVA,5,7.41,34590
49,Aa! Megami-sama!,Comedy,OVA,5,7.41,34590
49,Aa! Megami-sama!,Romance,OVA,5,7.41,34590
9611,Aa! Megami-sama! (2011),Romance,OVA,3,7.45,12872
9611,Aa! Megami-sama! (2011),Supernatural,OVA,3,7.45,12872
9611,Aa! Megami-sama! (2011),Comedy,OVA,3,7.45,12872
50,Aa! Megami-sama! (TV),Supernatural,TV,24,7.45,96694
50,Aa! Megami-sama! (TV),Romance,TV,24,7.45,96694
50,Aa! Megami-sama! (TV),Comedy,TV,24,7.45,96694
1003,Aa! Megami-sama! (TV) Specials,Romance,Special,3,7.61,19257
1003,Aa! Megami-sama! (TV) Specials,Supernatural,Special,3,7.61,19257
1003,Aa! Megami-sama! (TV) Specials,Comedy,Special,3,7.61,19257
304,Aa! Megami-sama! Movie,Supernatural,Movie,1,7.65,29330
304,Aa! Megami-sama! Movie,Comedy,Movie,1,7.65,29330
304,Aa! Megami-sama! Movie,Romance,Movie,1,7.65,29330
303,Aa! Megami-sama!: Chichaitte Koto wa Benri da ne,Comedy,TV,48,7.04,15937
303,Aa! Megami-sama!: Chichaitte Koto wa Benri da ne,Supernatural,TV,48,7.04,15937
880,Aa! Megami-sama!: Sorezore no Tsubasa,Romance,TV,22,7.69,42026
880,Aa! Megami-sama!: Sorezore no Tsubasa,Supernatural,TV,22,7.69,42026
880,Aa! Megami-sama!: Sorezore no Tsubasa,Comedy,TV,22,7.69,42026
2198,Aa! Megami-sama!: Sorezore no Tsubasa Specials,Romance,Special,2,7.64,16986
2198,Aa! Megami-sama!: Sorezore no Tsubasa Specials,Comedy,Special,2,7.64,16986
2198,Aa! Megami-sama!: Sorezore no Tsubasa Specials,Supernatural,Special,2,7.64,16986
3090,Aa! Megami-sama!: Tatakau Tsubasa,Comedy,Special,2,7.71,18465
3090,Aa! Megami-sama!: Tatakau Tsubasa,Romance,Special,2,7.71,18465
3090,Aa! Megami-sama!: Tatakau Tsubasa,Supernatural,Special,2,7.71,18465
2884,Aachi wa Ssipak,Action,Movie,1,6.9,5566
2884,Aachi wa Ssipak,Comedy,Movie,1,6.9,5566
305,Abashiri Ikka,Action,OVA,4,5.64,2000
305,Abashiri Ikka,Comedy,OVA,4,5.64,2000
305,Abashiri Ikka,Shounen,OVA,4,5.64,2000
11759,Accel World,Romance,TV,24,7.62,324284
11759,Accel World,Action,TV,24,7.62,324284
11759,Accel World,Sci-Fi,TV,24,7.62,324284
11759,Accel World,School,TV,24,7.62,324284
13939,Accel World EX,Action,OVA,2,7.32,61198
13939,Accel World EX,School,OVA,2,7.32,61198
13939,Accel World EX,Sci-Fi,OVA,2,7.32,61198
13939,Accel World EX,Romance,OVA,2,7.32,61198
13859,Accel World: Acchel World.,Sci-Fi,Special,8,6.38,26190
13859,Accel World: Acchel World.,Comedy,Special,8,6.38,26190
31763,Accel World: Infinite∞Burst,Sci-Fi,Movie,1,7.03,21916
31763,Accel World: Infinite∞Burst,Action,Movie,1,7.03,21916
31763,Accel World: Infinite∞Burst,School,Movie,1,7.03,21916
31763,Accel World: Infinite∞Burst,Romance,Movie,1,7.03,21916
12291,Acchi Kocchi (TV),Romance,TV,12,7.65,127973
12291,Acchi Kocchi (TV),School,TV,12,7.65,127973
12291,Acchi Kocchi (TV),Comedy,TV,12,7.65,127973
16273,Acchi Kocchi (TV): Place=Princess,Romance,Special,1,7.62,26246
16273,Acchi Kocchi (TV): Place=Princess,Comedy,Special,1,7.62,26246
16273,Acchi Kocchi (TV): Place=Princess,School,Special,1,7.62,26246
311,Ace wo Nerae!,Romance,TV,26,7.08,3945
311,Ace wo Nerae!,School,TV,26,7.08,3945
311,Ace wo Nerae!,Drama,TV,26,7.08,3945
313,Ace wo Nerae! (1979),Romance,Movie,1,6.95,1564
313,Ace wo Nerae! (1979),Drama,Movie,1,6.95,1564
313,Ace wo Nerae! (1979),School,Movie,1,6.95,1564
314,Ace wo Nerae! 2,Drama,OVA,13,6.81,890
312,Ace wo Nerae!: Final Stage,Drama,OVA,12,6.61,714
312,Ace wo Nerae!: Final Stage,Action,OVA,12,6.61,714
33500,Acerola-chan,Comedy,ONA,3,5.0,52
31790,Active Raid: Kidou Kyoushuushitsu Dai Hachi Gakari,Sci-Fi,TV,12,6.02,37993
31790,Active Raid: Kidou Kyoushuushitsu Dai Hachi Gakari,Comedy,TV,12,6.02,37993
32301,Active Raid: Kidou Kyoushuushitsu Dai Hachi Gakari 2nd,Sci-Fi,TV,12,6.58,10517
32301,Active Raid: Kidou Kyoushuushitsu Dai Hachi Gakari 2nd,Comedy,TV,12,6.58,10517
11541,Ad Lib Anime Kenkyuujo,Comedy,TV,38,5.29,677
8181,Adachi-ga Hara,Sci-Fi,Movie,1,6.08,516
5246,Adesugata Mahou no Sannin Musume,Comedy,OVA,1,5.53,542
1292,Afro Samurai,Action,TV,5,7.41,135708
1292,Afro Samurai,Adventure,TV,5,7.41,135708
13709,Afro Samurai Movie,Action,Movie,1,7.59,21622
13709,Afro Samurai Movie,Adventure,Movie,1,7.59,21622
27939,Afro Samurai Pilot,Action,Special,1,6.79,2923
4970,Afro Samurai: Resurrection,Adventure,Movie,1,7.46,51064
4970,Afro Samurai: Resurrection,Action,Movie,1,7.46,51064
2796,Afro-Ken,Comedy,OVA,1,5.3,2199
92,After War Gundam X,Sci-Fi,TV,39,7.39,19132
92,After War Gundam X,Drama,TV,39,7.39,19132
92,After War Gundam X,Adventure,TV,39,7.39,19132
33326,Aftermath,Drama,Music,1,6.33,258
17088,Agigongryong Doolie,Adventure,TV,6,5.82,180
17090,Agigongryong Doolie (2009),Adventure,TV,26,5.5,132
9689,Agukaru,Supernatural,ONA,5,5.21,955
24989,Agukaru: Play with Ibaraki-hen,Supernatural,ONA,20,4.81,171
30732,Agukaru: Play with Ibaraki-hen Episode 0,Supernatural,ONA,1,4.8,128
32956,Ahare! Meisaku-kun,School,TV,39,4.54,115
32956,Ahare! Meisaku-kun,Comedy,TV,39,4.54,115
28241,Ahiru Rikusentai,Action,Movie,1,5.41,178
6852,Ahiru no Otegara,Adventure,Movie,1,5.15,748
22571,Ahiru no Pekkle no Ahiru no Drakestail,Fantasy,OVA,1,5.16,129
22611,Ahiru no Pekkle no Aladdin to Mahou no Lamp,Fantasy,OVA,1,5.53,141
22621,Ahiru no Pekkle no Hihou wo Sagase,Fantasy,OVA,1,4.8,103
22621,Ahiru no Pekkle no Hihou wo Sagase,Adventure,OVA,1,4.8,103
22575,Ahiru no Pekkle no Minikui Ahiru no Ko,Fantasy,OVA,1,5.25,114
22603,Ahiru no Pekkle no Sindbad no Bouken,Fantasy,OVA,1,5.55,146
22603,Ahiru no Pekkle no Sindbad no Bouken,Adventure,OVA,1,5.55,146
22607,Ahiru no Pekkle no Suieitaikai wa Oosawagi,Fantasy,OVA,1,5.44,144
6535,Ai,Romance,Movie,1,4.54,2009
32294,Ai (ONA),Romance,ONA,1,3.6,332
5053,Ai City,Action,Movie,1,5.79,1513
5053,Ai City,Sci-Fi,Movie,1,5.79,1513
12501,Ai Mai! Moe Can Change!,Sci-Fi,OVA,1,5.7,4953
12501,Ai Mai! Moe Can Change!,Comedy,OVA,1,5.7,4953
2387,Ai Monogatari: 9 Love Stories,Romance,OVA,1,6.82,2060
2387,Ai Monogatari: 9 Love Stories,Drama,OVA,1,6.82,2060
2554,Ai Shoujo Pollyanna Story,Drama,TV,51,6.98,2427
24645,Ai Shoujo Pollyanna Story Specials,Drama,Special,2,6.11,173
32295,Ai Sky Tree 21,Action,ONA,1,5.0,137
24699,Ai Tenchi Muyou!,Comedy,TV,50,6.31,15313
24699,Ai Tenchi Muyou!,Sci-Fi,TV,50,6.31,15313
24699,Ai Tenchi Muyou!,Shounen,TV,50,6.31,15313
28531,Ai Tenchi Muyou! Recaps,Shounen,Special,10,5.36,2434
28531,Ai Tenchi Muyou! Recaps,Comedy,Special,10,5.36,2434
28531,Ai Tenchi Muyou! Recaps,Sci-Fi,Special,10,5.36,2434
1533,Ai Tenshi Densetsu Wedding Peach,Adventure,TV,51,6.77,12536
1533,Ai Tenshi Densetsu Wedding Peach,Romance,TV,51,6.77,12536
1533,Ai Tenshi Densetsu Wedding Peach,Comedy,TV,51,6.77,12536
1957,Ai Tenshi Densetsu Wedding Peach DX,Romance,OVA,4,6.79,3360
1957,Ai Tenshi Densetsu Wedding Peach DX,Adventure,OVA,4,6.79,3360
1957,Ai Tenshi Densetsu Wedding Peach DX,Comedy,OVA,4,6.79,3360
26189,Ai Tenshi Densetsu Wedding Peach Specials,Comedy,Special,2,6.39,446
26189,Ai Tenshi Densetsu Wedding Peach Specials,Adventure,Special,2,6.39,446
26189,Ai Tenshi Densetsu Wedding Peach Specials,Romance,Special,2,6.39,446
53,Ai Yori Aoshi,Drama,TV,24,7.24,66597
53,Ai Yori Aoshi,Comedy,TV,24,7.24,66597
53,Ai Yori Aoshi,Romance,TV,24,7.24,66597
394,Ai Yori Aoshi: Enishi,Comedy,TV,12,7.25,37944
394,Ai Yori Aoshi: Enishi,Drama,TV,12,7.25,37944
394,Ai Yori Aoshi: Enishi,Romance,TV,12,7.25,37944
3266,Ai Yori Aoshi: Enishi - Miyuki,Drama,Special,1,7.04,12647
3266,Ai Yori Aoshi: Enishi - Miyuki,Comedy,Special,1,7.04,12647
3266,Ai Yori Aoshi: Enishi - Miyuki,Romance,Special,1,7.04,12647
6709,Ai Yori Aoshi: Yumegatari,Comedy,Special,1,6.92,6985
6709,Ai Yori Aoshi: Yumegatari,Romance,Special,1,6.92,6985
3835,Ai no Gakko Cuore Monogatari,Drama,TV,26,6.78,1082
23861,Ai no Kiseki: Doctor Norman Monogatari,Drama,Special,1,6.23,107
8285,Ai no Senshi Rainbowman,Sci-Fi,TV,22,7.05,524
8285,Ai no Senshi Rainbowman,Adventure,TV,22,7.05,524
8285,Ai no Senshi Rainbowman,Action,TV,22,7.05,524
2548,Ai no Wakakusa Monogatari,Drama,TV,48,7.48,3334
15607,Ai no Wakakusa Monogatari Specials,Drama,Special,2,6.47,265
6075,Ai no Wakakusa Yama Monogatari,Comedy,TV,12,6.45,527
5931,Ai to Ken no Camelot: Mangaka Marina Time Slip Jiken,Adventure,OVA,1,6.07,348
5931,Ai to Ken no Camelot: Mangaka Marina Time Slip Jiken,Fantasy,OVA,1,6.07,348
5931,Ai to Ken no Camelot: Mangaka Marina Time Slip Jiken,Comedy,OVA,1,6.07,348
32150,Ai to Shi,Action,Special,1,5.0,69
2041,Ai to Yuuki no Pig Girl Tonde Buurin,Adventure,TV,51,6.67,6183
2041,Ai to Yuuki no Pig Girl Tonde Buurin,School,TV,51,6.67,6183
2041,Ai to Yuuki no Pig Girl Tonde Buurin,Fantasy,TV,51,6.67,6183
2041,Ai to Yuuki no Pig Girl Tonde Buurin,Romance,TV,51,6.67,6183
2041,Ai to Yuuki no Pig Girl Tonde Buurin,Comedy,TV,51,6.67,6183
12865,Ai wa KAT-TUN,Comedy,ONA,5,5.38,1513
31485,Aikatsu Stars! Movie,School,Movie,1,7.0,1042
15061,Aikatsu!,School,TV,178,7.69,16990
22819,Aikatsu! Movie,School,Movie,1,7.79,2813
28723,Aikatsu!: Dai Starmiya Ichigo Matsuri Zenyasai!!,School,Special,1,6.85,630
32806,Aikatsu!: Nerawareta Mahou no Aikatsu Card,School,Movie,1,6.42,488
32804,Ainone,Drama,Music,1,5.03,136
101,Air,Supernatural,TV,13,7.48,188861
101,Air,Drama,TV,13,7.48,188861
101,Air,Romance,TV,13,7.48,188861
3791,Air Gear Special,Shounen,Special,1,7.43,33597
230,Air Master,Action,TV,27,7.14,22433
230,Air Master,Comedy,TV,27,7.14,22433
713,Air Movie,Romance,Movie,1,7.39,44179
713,Air Movie,Supernatural,Movie,1,7.39,44179
713,Air Movie,Drama,Movie,1,7.39,44179
656,Air in Summer,Drama,Special,2,7.47,29514
656,Air in Summer,Romance,Special,2,7.47,29514
656,Air in Summer,Comedy,Special,2,7.47,29514
656,Air in Summer,Supernatural,Special,2,7.47,29514
21861,Airy Me,Drama,Music,1,6.4,1561
32323,Aishen Qiaokeli-ing...,Romance,ONA,15,7.33,11936
32323,Aishen Qiaokeli-ing...,Comedy,ONA,15,7.33,11936
32323,Aishen Qiaokeli-ing...,School,ONA,15,7.33,11936
2221,Aishite Knight,Romance,TV,42,6.75,3746
2221,Aishite Knight,Comedy,TV,42,6.75,3746
102,Aishiteruze Baby★★,Drama,TV,26,7.58,63959
102,Aishiteruze Baby★★,Comedy,TV,26,7.58,63959
102,Aishiteruze Baby★★,Romance,TV,26,7.58,63959
14183,Aitsu to Lullaby: Suiyobi no Cinderella,Shounen,Movie,1,6.05,194
14183,Aitsu to Lullaby: Suiyobi no Cinderella,Romance,Movie,1,6.05,194
14183,Aitsu to Lullaby: Suiyobi no Cinderella,Drama,Movie,1,6.05,194
17082,Aiura,Comedy,TV,12,6.84,43737
17082,Aiura,Shounen,TV,12,6.84,43737
17082,Aiura,School,TV,12,6.84,43737
1734,Ajimu: Kaigan Monogatari,School,ONA,4,6.48,9102
1734,Ajimu: Kaigan Monogatari,Romance,ONA,4,6.48,9102
1734,Ajimu: Kaigan Monogatari,Drama,ONA,4,6.48,9102
1734,Ajimu: Kaigan Monogatari,Comedy,ONA,4,6.48,9102
31580,Ajin,Action,TV,13,7.78,160972
31580,Ajin,Supernatural,TV,13,7.78,160972
33253,Ajin 2nd Season,Action,TV,13,8.12,51382
33253,Ajin 2nd Season,Supernatural,TV,13,8.12,51382
32015,Ajin OVA,Action,OVA,3,7.68,15613
32015,Ajin OVA,Supernatural,OVA,3,7.68,15613
30868,Ajin Part 1: Shoudou,Action,Movie,1,7.84,22279
30868,Ajin Part 1: Shoudou,Supernatural,Movie,1,7.84,22279
30869,Ajin Part 2: Shoutotsu,Action,Movie,1,7.51,11377
30869,Ajin Part 2: Shoutotsu,Supernatural,Movie,1,7.51,11377
30870,Ajin Part 3: Shougeki,Supernatural,Movie,1,7.36,9638
30870,Ajin Part 3: Shougeki,Action,Movie,1,7.36,9638
17325,Ajin Senshi,Fantasy,Movie,1,6.51,603
17325,Ajin Senshi,Sci-Fi,Movie,1,6.51,603
27557,Ajisai no Uta,Drama,OVA,3,5.57,111
27557,Ajisai no Uta,Comedy,OVA,3,5.57,111
28585,Ajjishin da Tsunami wa? Jibun no Inochi wa Jibun de Mamoru,Drama,OVA,1,5.4,56
1485,Akachan to Boku,Drama,TV,35,8.02,8353
1485,Akachan to Boku,Comedy,TV,35,8.02,8353
11275,Akadou Suzunosuke,Adventure,TV,52,5.63,220
24857,Akagaki Genzou: Tokuri no Wakare,Comedy,Movie,1,4.5,87
30123,Akagami no Shirayuki-hime,Drama,TV,12,7.93,157551
30123,Akagami no Shirayuki-hime,Romance,TV,12,7.93,157551
30123,Akagami no Shirayuki-hime,Fantasy,TV,12,7.93,157551
31173,Akagami no Shirayuki-hime 2nd Season,Drama,TV,12,8.14,80862
31173,Akagami no Shirayuki-hime 2nd Season,Fantasy,TV,12,8.14,80862
31173,Akagami no Shirayuki-hime 2nd Season,Romance,TV,12,8.14,80862
31483,"Akagami no Shirayuki-hime: Nandemonai Takaramono, Kono Page",Drama,OVA,1,7.77,20749
31483,"Akagami no Shirayuki-hime: Nandemonai Takaramono, Kono Page",Romance,OVA,1,7.77,20749
31483,"Akagami no Shirayuki-hime: Nandemonai Takaramono, Kono Page",Fantasy,OVA,1,7.77,20749
283,Akage no Anne,Drama,TV,50,7.6,9460
23583,Akage no Anne Specials,Drama,Special,2,6.49,331
8950,Akage no Anne: Green Gables e no Michi,Adventure,Movie,1,6.75,1218
309,Akahori Gedou Hour Rabuge,Comedy,TV,13,6.3,3271
4923,Akai Hayate,Action,OVA,4,5.94,778
8713,Akai Ito,Romance,Special,1,6.71,1648
8713,Akai Ito,Drama,Special,1,6.71,1648
2051,Akai Kiba: Blue Sonnet,Sci-Fi,OVA,5,6.19,1024
2051,Akai Kiba: Blue Sonnet,Action,OVA,5,6.19,1024
2051,Akai Kiba: Blue Sonnet,Drama,OVA,5,6.19,1024
2688,Akai Koudan Zillion,Sci-Fi,TV,31,6.9,1826
